feature,base_entropy,expected_entropy,IG,cost,IG_per_cost,num_values,numeric,categories_or_bins,max_dismissal_rate,avg_dismissal_rate,best_dismissal_value
WOOD.PIECE.WIDTH,103.20674216000988,0.0,103.20674216000988,0.25,412.8269686400395,0,False,[],0.0,0.0,N/A
STAIRCASE.UNPROTECTED.MAX_HEIGHT_ALLOWED,103.20674216000988,0.0,103.20674216000988,0.25,412.8269686400395,0,False,[],0.0,0.0,N/A
ZONE.INTENDED_USAGE,103.20674216000988,0.0,103.20674216000988,0.25,412.8269686400395,0,False,[],0.0,0.0,N/A
STEEL.PLATE.WIDTH,103.20674216000988,0.0,103.20674216000988,0.25,412.8269686400395,0,False,[],0.0,0.0,N/A
BUILDING.MAIN_USAGE,103.20674216000988,0.0,103.20674216000988,0.25,412.8269686400395,0,False,[],0.0,0.0,N/A
BUILDING.USAGE,103.20674216000988,90.98643542364235,12.220306736367533,0.25,48.88122694547013,13,False,"['ADMINISTRATIVE', 'COMMERCIAL', 'EDUCATION', 'OUTPATIENT_HEALTHCARE_CENTER', 'PARKING', 'PUBLIC.ASSEMBLY', 'PUBLIC.COMMERCIAL', 'PUBLIC.EDUCATION', 'PUBLIC.HOSPITAL', 'PUBLIC.RESIDENTIAL', 'RESIDENTIAL.HOUSING', 'RESIDENTIAL.SINGLE_FAMILY', 'TRANSPORT.TERMINAL']",0.19950738916256158,0.1843501326259947,COMMERCIAL
STAIRCASE.TYPE,103.20674216000988,93.50007019777541,9.706671962234466,0.25,38.826687848937866,5,False,"['DOUBLE_FLIGHT', 'EVACUATION.DOWNWARD', 'EVACUATION.UPWARD', 'PROTECTED', 'SPECIALLY_PROTECTED']",0.09113300492610837,0.07339901477832513,DOUBLE_FLIGHT
RISK_LEVEL,103.20674216000988,93.99328869904994,9.21345346095994,0.25,36.85381384383976,3,False,"['HIGH', 'LOW', 'MEDIUM']",0.017241379310344827,0.015599343185550082,LOW
AREA.USAGE,103.20674216000988,98.71700489429833,4.489737265711554,0.25,17.958949062846216,3,False,"['OUTPATIENT_HEALTHCARE', 'PARKING', 'PUBLIC.COMMERCIAL']",0.009852216748768473,0.006568144499178982,OUTPATIENT_HEALTHCARE
PARKING.TYPE,103.20674216000988,100.11068725607903,3.096054903930849,0.25,12.384219615723396,5,False,"['AUTOMATED', 'CONVENTIONAL', 'OPEN', 'ROBOTIC', 'ROBOTIZED']",0.019704433497536946,0.017733990147783252,AUTOMATED
ZONE.TYPE,103.20674216000988,100.1965337917679,3.010208368241976,0.25,12.040833472967904,2,False,"['REFUGE_AREA', 'ZERO_OCCUPANCY_ZONE']",0.007389162561576354,0.0049261083743842365,ZERO_OCCUPANCY_ZONE
FIRE_SECTOR.USAGE,103.20674216000988,100.28098411119248,2.9257580488174,0.25,11.7030321952696,9,False,"['ADMINISTRATIVE', 'COMMERCIAL', 'EDUCATION', 'MINIMUM_RISK', 'PARKING', 'PUBLIC.ASSEMBLY', 'PUBLIC.HOSPITAL', 'PUBLIC.RESIDENTIAL', 'RESIDENTIAL.HOUSING']",0.009852216748768473,0.009578544061302683,ADMINISTRATIVE
STAIR.TYPE,103.20674216000988,100.42220613375697,2.7845360262529084,0.25,11.138144105011634,3,False,"['OPEN_TO_EXTERIOR_STAIR', 'PROTECTED', 'UNPROTECTED']",0.0049261083743842365,0.0049261083743842365,OPEN_TO_EXTERIOR_STAIR
BUILDING.AREA.BUILT,103.20674216000988,100.5365077199806,2.670234440029276,0.25,10.680937760117104,4,True,"[(None, 500.0), (500.0, 1000.0), (1000.0, 2000.0), (2000.0, None)]",0.007389162561576354,0.003694581280788177,≤500.0
CORRIDOR.TYPE,103.20674216000988,100.54531054380475,2.6614316162051352,0.25,10.645726464820541,2,False,"['PROTECTED', 'STEPPED']",0.009852216748768473,0.006157635467980296,STEPPED
STORAGE.FIRE.LOAD_DENSITY_CORRECTED,103.20674216000988,100.7316362820032,2.475105878006687,0.25,9.900423512026748,4,True,"[(None, 425.0), (425.0, 850.0), (850.0, 3400.0), (3400.0, None)]",0.007389162561576354,0.005541871921182266,≤425.0
TIMBER.STRUCTURE.FASTENER.TYPE,103.20674216000988,101.2021684138661,2.0045737461437767,0.25,8.018294984575107,5,False,"['BOLTS', 'CONNECTORS', 'LAG_SCREWS', 'NAILS', 'PINS']",0.0024630541871921183,0.0024630541871921183,BOLTS
SLAB.TYPE,103.20674216000988,101.2923105896082,1.9144315704016748,0.25,7.657726281606699,3,False,"['CONTINUOUS', 'RIB_BIDIRECTIONAL', 'UNIDIRECTIONAL']",0.017241379310344827,0.013136288998357963,CONTINUOUS
BUILDING.AREA.TOTAL_CONSTRUCTED,103.20674216000988,101.34144848535684,1.8652936746530457,0.25,7.461174698612183,3,True,"[(None, 2000.0), (2000.0, 10000.0), (10000.0, None)]",0.0049261083743842365,0.003284072249589491,≤2000.0
DOOR.TYPE,103.20674216000988,101.3994724509494,1.8072697090604777,0.25,7.229078836241911,4,False,"['EXIT.BUILDING', 'EXIT.FLOOR', 'PEDESTRIAN.AUTOMATIC', 'REVOLVING']",0.007389162561576354,0.005541871921182266,EXIT.BUILDING
BUILDING.EVACUATION.HEIGHT,103.20674216000988,101.40708026096601,1.799661899043869,0.25,7.198647596175476,8,True,"[(None, 10.0), (10.0, 14.0), (14.0, 15.0), (15.0, 24.0), (24.0, 28.0), (28.0, 50.0), (50.0, 80.0), (80.0, None)]",0.014778325123152709,0.0083128078817734,≤10.0
BUILDING.ELEMENT.TYPE,103.20674216000988,101.50063421415695,1.706107945852935,0.25,6.82443178341174,2,False,"['FLAT_BEAM', 'SOLID_SLAB']",0.007389162561576354,0.0049261083743842365,FLAT_BEAM
MATERIAL.TYPE,103.20674216000988,101.68044329604177,1.5262988639681083,0.25,6.105195455872433,6,False,"['BOARD', 'CERAMIC.BRICK', 'CONCRETE.BLOCK', 'INSULATING_MATERIAL', 'SILICO.CALCAREOUS.BRICK', 'STEEL.PRESTRESSING']",0.007389162561576354,0.007389162561576355,BOARD
COATING.TYPE,103.20674216000988,101.73276522762549,1.4739769323843888,0.25,5.895907729537555,5,False,"['GYPSUM.BOARD.TYPE.A', 'GYPSUM.BOARD.TYPE.H', 'GYPSUM.PANEL.TYPE.F', 'SOLID.WOOD.BOARD', 'WOOD.DERIVED.BOARD']",0.0024630541871921183,0.0024630541871921183,GYPSUM.BOARD.TYPE.A
AREA.TYPE,103.20674216000988,101.77793945134586,1.4288027086640227,0.25,5.715210834656091,16,False,"['HIDDEN_NON_SEALED_SPACE', 'HOSPITALIZATION', 'INTENSIVE_TREATMENT', 'INTERIOR_OF_DWELLINGS', 'OCCUPIABLE_ZONE', 'OPEN_PARKING', 'OTHER', 'PARKING', 'PROTECTED_CORRIDOR', 'PROTECTED_STAIRWAY', 'REFUGE', 'SPACE_WITH_FIRE_RISK_INSTALLATIONS', 'SPECIAL_RISK', 'SPECIAL_RISK_ENCLOSURE', 'SPECIAL_UNIT', 'STAGE_BOX']",0.03694581280788178,0.0332512315270936,INTERIOR_OF_DWELLINGS
WOOD.CONNECTION.FASTENER.TYPE,103.20674216000988,101.81486688254458,1.391875277465303,0.25,5.567501109861212,5,False,"['BOLT', 'CONNECTOR', 'DOWEL', 'LAG_SCREW', 'SMOOTH_NAIL']",0.009852216748768473,0.009852216748768473,BOLT
BUILDING.TYPE,103.20674216000988,101.81772076732338,1.3890213926865016,0.25,5.556085570746006,10,False,"['ADJACENT', 'AUDITORIUM', 'CINEMA', 'DISCO', 'GROUPED', 'OPERA_HOUSE', 'SAME', 'SPORTS_FACILITY', 'TERRACED', 'THEATER']",0.009852216748768473,0.007389162561576354,SAME
BEAM.TYPE,103.20674216000988,101.82138503600913,1.3853571240007483,0.25,5.541428496002993,2,False,"['CONTINUOUS', 'DOUBLE_T']",0.0024630541871921183,0.0024630541871921183,CONTINUOUS
STRUCTURE.TYPE,103.20674216000988,101.9475673546136,1.2591748053962846,0.25,5.036699221585138,3,False,"['BRACED', 'GALLERY', 'WALKWAY']",0.0024630541871921183,0.0024630541871921183,BRACED
ELEMENT.TYPE,103.20674216000988,102.03330013663418,1.1734420233756993,0.25,4.693768093502797,3,False,"['COMPOSITE', 'PARTITION', 'WALL']",0.0049261083743842365,0.003284072249589491,COMPOSITE
ROOM.TYPE,103.20674216000988,102.0383110798316,1.16843108017828,0.25,4.67372432071312,9,False,"['AUDITORIUM', 'CINEMA', 'HOSPITALIZED_PATIENT_UNIT', 'LUGGAGE_STORAGE', 'SPECIAL_RISK', 'THEATER', 'WARDROBE', 'WAREHOUSE', 'WORKSHOP']",0.009852216748768473,0.007389162561576355,HOSPITALIZED_PATIENT_UNIT
ROOM.FIRE.LOAD_TOTAL_CORRECTED,103.20674216000988,102.05128365092267,1.155458509087211,0.25,4.621834036348844,2,True,"[(None, 3000000.0), (3000000.0, None)]",0.0049261083743842365,0.0024630541871921183,≤3000000.0
CORRIDOR.OCCUPANCY,103.20674216000988,102.1862307266857,1.020511433324188,0.25,4.082045733296752,2,True,"[(None, 10.0), (10.0, None)]",0.0024630541871921183,0.0012315270935960591,>10.0
FLOOR.EVACUATION_HEIGHT,103.20674216000988,102.18746163236433,1.0192805276455488,0.25,4.077122110582195,2,True,"[(None, 28.0), (28.0, None)]",0.0024630541871921183,0.0012315270935960591,≤28.0
ACCESS_ROAD.LENGTH,103.20674216000988,102.19050273113444,1.016239428875437,0.25,4.064957715501748,2,True,"[(None, 20.0), (20.0, None)]",0.0024630541871921183,0.0012315270935960591,≤20.0
EXIT.CAPACITY,103.20674216000988,102.1915188943653,1.015223265644579,0.25,4.060893062578316,2,True,"[(None, 500.0), (500.0, None)]",0.0024630541871921183,0.0012315270935960591,>500.0
BUILDING.EVACUATION.HEIGHT.DESCENDING,103.20674216000988,102.19351348051873,1.0132286794911494,0.25,4.0529147179645975,2,True,"[(None, 9.0), (9.0, None)]",0.0024630541871921183,0.0012315270935960591,≤9.0
INSTALLED_POWER,103.20674216000988,102.19359295076109,1.0131492092487946,0.25,4.052596836995178,2,True,"[(None, 50.0), (50.0, None)]",0.0024630541871921183,0.0012315270935960591,≤50.0
PREMISES.AREA.BUILT,103.20674216000988,102.19418799404713,1.0125541659627544,0.25,4.0502166638510175,2,True,"[(None, 1000.0), (1000.0, None)]",0.0024630541871921183,0.0012315270935960591,≤1000.0
ROOM.AREA,103.20674216000988,102.44420931158632,0.762532848423561,0.25,3.050131393694244,3,True,"[(None, 50.0), (50.0, 90.0), (90.0, None)]",0.0,0.0,≤50.0
BUILDING.AREA.CONSTRUCTED,103.20674216000988,102.55523371055892,0.651508449450958,0.25,2.606033797803832,6,True,"[(None, 500.0), (500.0, 1000.0), (1000.0, 2000.0), (2000.0, 5000.0), (5000.0, 10000.0), (10000.0, None)]",0.046798029556650245,0.02175697865353038,≤500.0
STAIRCASE.PROTECTION.TYPE,103.20674216000988,102.58216833182738,0.6245738281825055,0.25,2.498295312730022,3,False,"['PROTECTED', 'SPECIALLY_PROTECTED', 'UNPROTECTED']",0.05172413793103448,0.03776683087027915,SPECIALLY_PROTECTED
DOOR.EVACUATION.CAPACITY,103.20674216000988,102.60332454487735,0.6034176151325283,0.25,2.4136704605301134,4,True,"[(None, 50.0), (50.0, 100.0), (100.0, 200.0), (200.0, None)]",0.0,0.0,≤50.0
VENTILATION.METHOD,103.20674216000988,102.60495463279308,0.6017875272167998,0.25,2.4071501088671994,3,False,"['DUCTS', 'OPENINGS', 'WINDOWS']",0.0024630541871921183,0.0024630541871921183,DUCTS
TRANSFORMATION_CENTER.APPARATUS.DIELECTRIC_INSULATION.FLASH_POINT,103.20674216000988,102.64408533750117,0.5626568225087141,0.25,2.2506272900348563,2,True,"[(None, 300.0), (300.0, None)]",0.0024630541871921183,0.0012315270935960591,>300.0
FLOOR.AREA,103.20674216000988,102.73577001169753,0.4709721483123559,0.25,1.8838885932494236,2,True,"[(None, 1500.0), (1500.0, None)]",0.0,0.0,≤1500.0
SLAB.SUPPORT_TYPE,103.20674216000988,102.8065517550271,0.40019040498278,0.25,1.60076161993112,2,False,"['LINEAR', 'POINT']",0.0024630541871921183,0.0024630541871921183,LINEAR
FIRE.RESISTANCE.RATING,103.20674216000988,102.82262018947488,0.38412197053500563,0.25,1.5364878821400225,7,True,"[(None, 30.0), (30.0, 60.0), (60.0, 90.0), (90.0, 120.0), (120.0, 180.0), (180.0, 240.0), (240.0, None)]",0.017241379310344827,0.015833919774806474,≤30.0
ROOM.VOLUME,103.20674216000988,102.85212712155115,0.3546150384587321,0.25,1.4184601538349284,4,True,"[(None, 100.0), (100.0, 200.0), (200.0, 500.0), (500.0, None)]",0.007389162561576354,0.0049261083743842365,≤100.0
DOOR.EVACUATION.OCCUPANTS,103.20674216000988,102.86351678329058,0.3432253767193032,0.25,1.3729015068772128,2,True,"[(None, 50.0), (50.0, None)]",0.0,0.0,≤50.0
ESTABLISHMENT.AREA.SIZE,103.20674216000988,102.86716997149844,0.3395721885114398,0.25,1.358288754045759,2,True,"[(None, 1500.0), (1500.0, None)]",0.0,0.0,≤1500.0
SUPPORT.REINFORCEMENT.PERCENTAGE,103.20674216000988,102.86847849042157,0.338263669588315,0.25,1.35305467835326,2,True,"[(None, 0.02), (0.02, None)]",0.0024630541871921183,0.0012315270935960591,≤0.02
WOOD.CONNECTION.LATERAL_PIECE.THICKNESS,103.20674216000988,102.86867781730068,0.3380643427092025,0.25,1.35225737083681,2,True,"[(None, 45.0), (45.0, None)]",0.007389162561576354,0.003694581280788177,≤45.0
SLAB.SUPPORT.TYPE,103.20674216000988,102.87174609351527,0.334996066494611,0.25,1.339984265978444,2,False,"['LINEAR', 'POINT']",0.0024630541871921183,0.0024630541871921183,LINEAR
SALES_AREA.PUBLIC.AREA.BUILT,103.20674216000988,102.87210660298226,0.3346355570276245,0.25,1.338542228110498,2,True,"[(None, 1500.0), (1500.0, None)]",0.0024630541871921183,0.0012315270935960591,≤1500.0
FIRE.RESISTANCE,103.20674216000988,102.87368185055345,0.33306030945642817,0.25,1.3322412378257127,2,True,"[(None, 90.0), (90.0, None)]",0.0024630541871921183,0.0012315270935960591,≤90.0
SLAB.FIRE_RESISTANCE.R,103.20674216000988,102.87578407157368,0.3309580884362049,0.25,1.3238323537448196,3,True,"[(None, 90.0), (90.0, 120.0), (120.0, None)]",0.007389162561576354,0.003284072249589491,≤90.0
SALES_AREA.PUBLIC.FIRE_LOAD_DENSITY,103.20674216000988,102.88165524861473,0.32508691139514667,0.25,1.3003476455805867,2,True,"[(None, 500.0), (500.0, None)]",0.0024630541871921183,0.0012315270935960591,≤500.0
STAIRCASE.EVACUATION_DIRECTION,103.20674216000988,102.88691063293598,0.3198315270739016,0.25,1.2793261082956064,2,False,"['ASCENDING', 'DESCENDING']",0.0024630541871921183,0.0024630541871921183,ASCENDING
BEAM.LATERAL_THICKENING,103.20674216000988,102.88724072385652,0.31950143615335946,0.25,1.2780057446134379,2,True,"[(None, 100.0), (100.0, None)]",0.0024630541871921183,0.0012315270935960591,≤100.0
FLOOR.TYPE,103.20674216000988,102.93071258084268,0.2760295791672007,0.25,1.104118316668803,3,False,"['BUILDING_EXIT', 'HOSPITALIZATION', 'INTENSIVE_TREATMENT']",0.0049261083743842365,0.003284072249589491,HOSPITALIZATION
COATING.SURFACE_PERCENTAGE,103.20674216000988,102.96049846144847,0.2462436985614147,0.25,0.9849747942456588,2,True,"[(None, 0.05), (0.05, None)]",0.019704433497536946,0.009852216748768473,≤0.05
ESTABLISHMENT.USAGE,103.20674216000988,102.96629700130703,0.24044515870285466,0.25,0.9617806348114186,6,False,"['ADMINISTRATIVE', 'COMMERCIAL', 'PUBLIC.ASSEMBLY', 'PUBLIC.EDUCATION', 'PUBLIC.HOSPITAL', 'PUBLIC.RESIDENTIAL']",0.0024630541871921183,0.002052545155993432,ADMINISTRATIVE
COATING.LOCATION,103.20674216000988,102.97417829654005,0.23256386346983504,0.25,0.9302554538793402,3,False,"['CEILING', 'FLOOR', 'WALL']",0.009852216748768473,0.009852216748768473,CEILING
WOOD.CONNECTION.FASTENER.DIAMETER,103.20674216000988,102.98888448964703,0.21785767036284653,0.25,0.8714306814513861,3,True,"[(None, 2.8), (2.8, 3.5), (3.5, None)]",0.0049261083743842365,0.0024630541871921183,≤2.8
FIRE.SECTOR.FLOOR_COUNT,103.20674216000988,103.00837160961933,0.19837055039054974,0.25,0.793482201562199,2,True,"[(None, 1.0), (1.0, None)]",0.0024630541871921183,0.0012315270935960591,>1.0
ATRIUM.OCCUPANCY,103.20674216000988,103.02358632572786,0.18315583428201876,0.25,0.732623337128075,2,True,"[(None, 500.0), (500.0, None)]",0.0,0.0,≤500.0
FIRE.RESISTANCE.R,103.20674216000988,103.03142910528986,0.17531305472002146,0.25,0.7012522188800858,3,True,"[(None, 90.0), (90.0, 120.0), (120.0, None)]",0.0024630541871921183,0.0016420361247947454,≤90.0
ATRIUM.EVACUATION_CAPACITY,103.20674216000988,103.03765367511883,0.16908848489104855,0.25,0.6763539395641942,2,True,"[(None, 500.0), (500.0, None)]",0.0,0.0,≤500.0
BUILDING.HEIGHT.EVACUATION,103.20674216000988,103.04827729871714,0.1584648612927424,0.25,0.6338594451709696,3,True,"[(None, 24.0), (24.0, 28.0), (28.0, None)]",0.009852216748768473,0.003284072249589491,≤24.0
BUILDING.FLOOR.LEVEL,103.20674216000988,103.07776627599526,0.128975884014622,0.25,0.515903536058488,2,False,"['ABOVE_GROUND', 'BELOW_GROUND']",0.0024630541871921183,0.0024630541871921183,ABOVE_GROUND
STAIRCASE.EVACUATION.HEIGHT,103.20674216000988,103.08218311406102,0.1245590459488568,0.25,0.4982361837954272,3,True,"[(None, 2.8), (2.8, 6.0), (6.0, None)]",0.007389162561576354,0.004105090311986863,≤2.8
FACADE.ANGLE,103.20674216000988,103.12824996820443,0.0784921918054522,0.25,0.3139687672218088,7,True,"[(None, 0.0), (0.0, 45.0), (45.0, 60.0), (60.0, 90.0), (90.0, 135.0), (135.0, 180.0), (180.0, None)]",0.014778325123152709,0.014778325123152709,≤0.0
BUILDING.OCCUPANCY,103.20674216000988,103.12857637131492,0.07816578869496027,0.25,0.3126631547798411,3,True,"[(None, 50.0), (50.0, 500.0), (500.0, None)]",0.0024630541871921183,0.0016420361247947454,≤50.0
CONNECTION.TYPE,103.20674216000988,103.12897186975616,0.07777029025372428,0.25,0.31108116101489713,6,False,"['BOLT', 'GLUED_ROD', 'NAIL', 'PIN', 'PLATE_CONNECTOR', 'RING_CONNECTOR']",0.0,0.0,BOLT
TRANSFORMATION_CENTER.APPARATUS.INSTALLED_POWER_TOTAL,103.20674216000988,103.14298824123128,0.06375391877860181,0.25,0.25501567511440726,2,True,"[(None, 4000.0), (4000.0, None)]",0.0,0.0,≤4000.0
TRANSFORMATION_CENTER.APPARATUS.INSTALLED_POWER_PER_APPARATUS,103.20674216000988,103.14445829571784,0.06228386429204136,0.25,0.24913545716816543,2,True,"[(None, 1000.0), (1000.0, None)]",0.0,0.0,≤1000.0
BUILDING.BED_COUNT,103.20674216000988,103.14864084105682,0.058101318953063696,0.25,0.23240527581225479,2,True,"[(None, 100.0), (100.0, None)]",0.0024630541871921183,0.0012315270935960591,≤100.0
AREA.SIZE.PUBLIC_USE,103.20674216000988,103.1527079196745,0.05403424033538329,0.25,0.21613696134153315,2,True,"[(None, 400.0), (400.0, None)]",0.0024630541871921183,0.0012315270935960591,≤400.0
ZONE.AREA.SIZE,103.20674216000988,103.15354862745002,0.05319353255985959,0.25,0.21277413023943836,2,True,"[(None, 500.0), (500.0, None)]",0.0024630541871921183,0.0012315270935960591,≤500.0
ENCLOSED_VENUE.TYPE,103.20674216000988,103.16490033470149,0.04184182530839564,0.25,0.16736730123358257,4,False,"['AUDITORIUM', 'CINEMA', 'SPORTS_PAVILION', 'THEATER']",0.0,0.0,AUDITORIUM
ROOM.RISK.CLASSIFICATION,103.20674216000988,103.17003611955631,0.0367060404535664,0.25,0.1468241618142656,3,False,"['HIGH', 'LOW', 'MEDIUM']",0.0,0.0,HIGH
STAIRCASE.WIDTH.IS_CONSTANT_ON_ALL_FLOORS,103.20674216000988,103.17324788970427,0.03349427030561003,0.25,0.13397708122244012,3,True,"[(None, 0.0), (0.0, 1.0), (1.0, None)]",0.0024630541871921183,0.0024630541871921183,≤0.0
STAIRCASE.LANDING.DIMENSIONS.ARE_STRICTLY_NECESSARY_BASED_ON_WIDTH,103.20674216000988,103.1786681702024,0.028073989807481325,0.25,0.1122959592299253,3,True,"[(None, 0.0), (0.0, 1.0), (1.0, None)]",0.0024630541871921183,0.0024630541871921183,≤0.0
COMMERCIAL.ESTABLISHMENT.CARTS_FOR_PRODUCTS,103.20674216000988,103.17866850543089,0.02807365457898925,0.25,0.112294618315957,3,True,"[(None, 0.0), (0.0, 1.0), (1.0, None)]",0.007389162561576354,0.007389162561576355,≤0.0
STANDARD.TYPE,103.20674216000988,103.17990585271956,0.026836307290324157,0.25,0.10734522916129663,3,False,"['UNE', 'UNE-EN', 'UNE-EN ISO']",0.0,0.0,UNE
SLAB.FUNCTION.FIRE_COMPARTMENTATION,103.20674216000988,103.18205243424455,0.024689725765327353,0.25,0.09875890306130941,3,True,"[(None, 0.0), (0.0, 1.0), (1.0, None)]",0.0049261083743842365,0.0049261083743842365,≤0.0
BUILDING.FLOORS.ABOVE_GROUND,103.20674216000988,103.18446611964991,0.02227604035996933,0.25,0.08910416143987732,2,True,"[(None, 4.0), (4.0, None)]",0.0,0.0,≤4.0
MANHOLE_COVER.DIMENSION.WIDTH,103.20674216000988,103.18626643235518,0.020475727654698517,0.25,0.08190291061879407,2,True,"[(None, 0.15), (0.15, None)]",0.0024630541871921183,0.0012315270935960591,≤0.15
FACADE.ELEMENT.FIRE_RESISTANCE,103.20674216000988,103.18664612468001,0.020096035329871142,0.25,0.08038414131948457,2,True,"[(None, 60.0), (60.0, None)]",0.009852216748768473,0.0049261083743842365,>60.0
CONSTRUCTION.PRODUCT.HAS_CE_MARKING,103.20674216000988,103.18691280513191,0.019829354877970218,0.25,0.07931741951188087,2,True,"[(None, 0.0), (0.0, None)]",0.0024630541871921183,0.0024630541871921183,≤0.0
FIRE_FIGHTER.MANEUVER_SPACE.EXISTS,103.20674216000988,103.18701045069847,0.019731709311415102,0.25,0.07892683724566041,2,True,"[(None, 1.0), (1.0, None)]",0.0049261083743842365,0.0049261083743842365,≤1.0
WOOD.CONNECTION.FASTENER.DISTANCE.MEETS_REQUIREMENTS,103.20674216000988,103.18719390303536,0.019548256974516676,0.25,0.0781930278980667,2,True,"[(None, 1.0), (1.0, None)]",0.0024630541871921183,0.0024630541871921183,≤1.0
FIRE.SECTOR.HAS_AUTOMATIC_EXTINGUISHING_SYSTEM,103.20674216000988,103.18724852462088,0.019493635388997177,0.25,0.07797454155598871,2,True,"[(None, 1.0), (1.0, None)]",0.0024630541871921183,0.0024630541871921183,≤1.0
WOOD.CONNECTION.LATERAL_PIECE.THICKNESS.MEETS_REQUIREMENTS,103.20674216000988,103.18810626692886,0.018635893081025756,0.25,0.07454357232410302,2,True,"[(None, 1.0), (1.0, None)]",0.0024630541871921183,0.0024630541871921183,≤1.0
BUILDING.FLOORS.BELOW_GROUND,103.20674216000988,103.18829969941339,0.01844246059648924,0.25,0.07376984238595696,2,True,"[(None, 3.0), (3.0, None)]",0.0,0.0,≤3.0
DOOR.CONNECTS_FIRE_SECTORS,103.20674216000988,103.18880167824976,0.017940481760120974,0.25,0.0717619270404839,2,True,"[(None, 1.0), (1.0, None)]",0.0024630541871921183,0.0024630541871921183,≤1.0
ROUTE.ACCESSIBLE,103.20674216000988,103.18897202606016,0.01777013394972471,0.25,0.07108053579889884,2,True,"[(None, 1.0), (1.0, None)]",0.0049261083743842365,0.0049261083743842365,≤1.0
STAIRS.CONNECTS_SPECIAL_RISK_AREAS,103.20674216000988,103.18910094291708,0.017641217092801753,0.25,0.07056486837120701,2,True,"[(None, 1.0), (1.0, None)]",0.0,0.0,≤1.0
FLOOR.EXIT.ACCESSIBLE.ALTERNATIVE_SECTOR,103.20674216000988,103.18938248296953,0.017359677040346355,0.25,0.06943870816138542,2,False,"['EXISTS', 'NOT_EXISTS']",0.0,0.0,EXISTS
AREA.IS_SPECIAL_RISK_PREMISE,103.20674216000988,103.18943883771061,0.017303322299270008,0.25,0.06921328919708003,2,True,"[(None, 1.0), (1.0, None)]",0.0024630541871921183,0.0024630541871921183,≤1.0
EVACUATION.ROUTE.HAS_AMBIGUOUS_ALTERNATIVES,103.20674216000988,103.18951685685215,0.017225303157729854,0.25,0.06890121263091942,2,True,"[(None, 1.0), (1.0, None)]",0.0024630541871921183,0.0024630541871921183,≤1.0
SLAB.FUNCTION.RESISTANT,103.20674216000988,103.1896822891451,0.017059870864784443,0.25,0.06823948345913777,2,True,"[(None, 1.0), (1.0, None)]",0.0024630541871921183,0.0024630541871921183,≤1.0
ESTABLISHMENT.INTEGRATED_IN_SHOPPING_CENTER,103.20674216000988,103.18968887924675,0.01705328076313606,0.25,0.06821312305254423,2,True,"[(None, 1.0), (1.0, None)]",0.0024630541871921183,0.0024630541871921183,≤1.0
ESTABLISHMENT.OCCUPANCY,103.20674216000988,103.18985654748381,0.01688561252606746,0.25,0.06754245010426985,2,True,"[(None, 1000.0), (1000.0, None)]",0.0,0.0,≤1000.0
CONSTRUCTION.ELEMENT.HAS_SINGLE_LAYER_EACH_SIDE,103.20674216000988,103.18986447890975,0.01687768110012655,0.25,0.0675107244005062,2,True,"[(None, 1.0), (1.0, None)]",0.0024630541871921183,0.0024630541871921183,≤1.0
